entry_ts_utc,exit_ts_utc,entry_ts_ms,exit_ts_ms,side,book_idx,tag,entry_price,exit_price,qty,realized_pnl,return_units,fees,exit_reason,max_hold_bars,stop_offset,target_offset
2026-04-22T00:00:00+00:00,2026-04-22T05:00:00+00:00,1776816000000,1776834000000,LONG,4,k7_b4,2327.29,2388.22,0.01,0.5833646949999984,0.025066265699590445,0.025935305,target,,,
2026-04-22T01:00:00+00:00,2026-04-22T05:00:00+00:00,1776819600000,1776834000000,LONG,5,k7_b5,2325.4,2386.28,0.01,0.5828857600000011,0.025066042831340892,0.025914240000000005,target,,,
2026-04-22T02:00:00+00:00,2026-04-22T05:00:00+00:00,1776823200000,1776834000000,LONG,5,k7_b5,2322.59,2383.4,0.01,0.5822170549999994,0.02506757779031165,0.025882945000000004,target,,,
2026-04-22T04:00:00+00:00,2026-04-22T16:00:00+00:00,1776830400000,1776873600000,LONG,5,k7_b5,2363.88,2402.69,0.01,0.36188386499999947,0.015308893217929822,0.026216135,max_hold,,,
2026-04-22T05:00:00+00:00,2026-04-22T17:00:00+00:00,1776834000000,1776877200000,LONG,6,k7_b6,2363.99,2385.37,0.01,0.1876785200000011,0.007939057271815918,0.02612148,max_hold,,,
2026-04-22T06:00:00+00:00,2026-04-22T18:00:00+00:00,1776837600000,1776880800000,LONG,7,k7_b7,2397.04,2398.32,0.01,-0.013574479999998005,-0.0005663017721856124,0.026374480000000006,max_hold,,,
2026-04-22T22:00:00+00:00,2026-04-22T23:00:00+00:00,1776895200000,1776898800000,SHORT,1,k7_b1,2400.51,2376.5,0.01,0.2138264450000022,0.008907542355582863,0.026273555000000004,target,,,
2026-04-22T23:00:00+00:00,2026-04-22T23:00:00+00:00,1776898800000,1776898800000,SHORT,2,k7_b2,2397.76,2373.78,0.01,0.2135565300000002,0.008906501484719078,0.026243470000000005,target_entry_bar,,,
2026-04-23T05:00:00+00:00,2026-04-23T09:00:00+00:00,1776920400000,1776934800000,SHORT,2,k7_b2,2345.2,2321.75,0.01,0.20883177499999817,0.008904646725225916,0.025668225000000003,target,,,
2026-04-23T03:00:00+00:00,2026-04-23T15:00:00+00:00,1776913200000,1776956400000,SHORT,3,k7_b3,2349.6,2332.87,0.01,0.1415464150000002,0.006024277110997626,0.025753585,max_hold,,,
2026-04-23T10:00:00+00:00,2026-04-23T15:00:00+00:00,1776938400000,1776956400000,LONG,1,k7_b1,2315.93,2339.09,0.01,0.2059973900000031,0.00889480208814615,0.02560261,target,,,
2026-04-23T11:00:00+00:00,2026-04-23T15:00:00+00:00,1776942000000,1776956400000,LONG,2,k7_b2,2314.05,2337.19,0.01,0.2058181799999987,0.00889428404744922,0.025581820000000005,target,,,
2026-04-23T06:00:00+00:00,2026-04-23T17:00:00+00:00,1776924000000,1776963600000,SHORT,3,k7_b3,2346.34,2284.91,0.01,0.5888281250000029,0.025095601021165,0.025471875000000005,target,,,
2026-04-23T07:00:00+00:00,2026-04-23T17:00:00+00:00,1776927600000,1776963600000,SHORT,4,k7_b4,2352.06,2290.48,0.01,0.5902660299999992,0.025095704616378802,0.025533970000000003,target,,,
2026-04-23T20:00:00+00:00,2026-04-23T22:00:00+00:00,1776974400000,1776981600000,LONG,2,k7_b2,2312.93,2336.06,0.01,0.2057305550000011,0.00889480247997134,0.025569445000000003,target,,,
2026-04-23T12:00:00+00:00,2026-04-24T00:00:00+00:00,1776945600000,1776988800000,LONG,3,k7_b3,2329.09,2328.94,0.01,-0.027119165000000913,-0.0011643674138827145,0.025619165000000003,max_hold,,,
2026-04-23T16:00:00+00:00,2026-04-24T04:00:00+00:00,1776960000000,1777003200000,SHORT,3,k7_b3,2331.0,2307.15,0.01,0.21299017499999912,0.009137287644787608,0.025509825,max_hold,,,
2026-04-24T04:00:00+00:00,2026-04-24T10:00:00+00:00,1777003200000,1777024800000,LONG,1,k7_b1,2308.31,2308.69,0.01,-0.02159349999999891,-0.0009354679397480802,0.0253935,max_hold,,,
2026-04-24T05:00:00+00:00,2026-04-24T11:00:00+00:00,1777006800000,1777028400000,LONG,2,k7_b2,2306.06,2314.54,0.01,0.05938670000000018,0.0025752452234547316,0.0254133,max_hold,,,
2026-04-24T12:00:00+00:00,2026-04-24T14:00:00+00:00,1777032000000,1777039200000,SHORT,2,k7_b2,2325.54,2302.28,0.01,0.20714698999999764,0.00890747912312829,0.025453010000000005,target,,,
2026-04-24T09:00:00+00:00,2026-04-24T15:00:00+00:00,1777021200000,1777042800000,SHORT,1,k7_b1,2312.66,2312.17,0.01,-0.020536565000002185,-0.0008880062352443587,0.025436565,max_hold,,,
2026-04-24T13:00:00+00:00,2026-04-25T01:00:00+00:00,1777035600000,1777078800000,SHORT,3,k7_b3,2322.66,2314.87,0.01,0.05239358499999964,0.0022557578379960755,0.025506414999999998,max_hold,,,
2026-04-24T16:00:00+00:00,2026-04-25T04:00:00+00:00,1777046400000,1777089600000,SHORT,3,k7_b3,2321.56,2317.52,0.01,0.014885059999999638,0.0006411662847395561,0.02551494,max_hold,,,
2026-04-24T18:00:00+00:00,2026-04-25T06:00:00+00:00,1777053600000,1777096800000,SHORT,3,k7_b3,2317.37,2314.93,0.01,-0.0010776499999994547,-4.650314796512662e-05,0.02547765,max_hold,,,
2026-04-24T19:00:00+00:00,2026-04-25T07:00:00+00:00,1777057200000,1777100400000,SHORT,4,k7_b4,2317.57,2314.99,0.01,0.0003209200000038187,1.3847262434524898e-05,0.02547908,max_hold,,,
2026-04-24T20:00:00+00:00,2026-04-25T08:00:00+00:00,1777060800000,1777104000000,SHORT,5,k7_b5,2319.19,2315.13,0.01,0.01511123999999945,0.0006515740409366826,0.025488760000000006,max_hold,,,
2026-04-24T21:00:00+00:00,2026-04-25T09:00:00+00:00,1777064400000,1777107600000,SHORT,6,k7_b6,2324.1,2318.24,0.01,0.03306713000000128,0.001422792909083141,0.02553287,max_hold,,,
2026-04-25T01:00:00+00:00,2026-04-25T13:00:00+00:00,1777078800000,1777122000000,SHORT,6,k7_b6,2313.71,2312.07,0.01,-0.009041790000001274,-0.0003907918451318996,0.025441790000000002,max_hold,,,
2026-04-25T02:00:00+00:00,2026-04-25T14:00:00+00:00,1777082400000,1777125600000,SHORT,7,k7_b7,2315.63,2315.01,0.01,-0.019268520000001094,-0.0008321070291886481,0.02546852,max_hold,,,
2026-04-25T11:00:00+00:00,2026-04-25T23:00:00+00:00,1777114800000,1777158000000,SHORT,3,k7_b3,2318.07,2316.57,0.01,-0.010490520000000003,-0.0004525540643725169,0.025490520000000003,max_hold,,,
2026-04-25T23:00:00+00:00,2026-04-26T05:00:00+00:00,1777158000000,1777179600000,SHORT,1,k7_b1,2315.41,2316.23,0.01,-0.03367402000000164,-0.0014543437231419765,0.02547402,max_hold,,,
2026-04-26T00:00:00+00:00,2026-04-26T06:00:00+00:00,1777161600000,1777183200000,SHORT,2,k7_b2,2317.05,2326.78,0.01,-0.12284106500000018,-0.005301614768779274,0.025541065,max_hold,,,
2026-04-26T09:00:00+00:00,2026-04-26T15:00:00+00:00,1777194000000,1777215600000,SHORT,1,k7_b1,2330.13,2345.01,0.01,-0.1745132700000011,-0.007489422049413599,0.025713270000000003,max_hold,,,
2026-04-26T10:00:00+00:00,2026-04-26T16:00:00+00:00,1777197600000,1777219200000,SHORT,2,k7_b2,2332.17,2347.0,0.01,-0.17403543499999927,-0.007462382030469446,0.025735435,max_hold,,,
2026-04-26T11:00:00+00:00,2026-04-26T22:00:00+00:00,1777201200000,1777240800000,SHORT,3,k7_b3,2330.49,2377.1,0.01,-0.4919917450000013,-0.021111085866062557,0.025891745,stop,,,
2026-04-26T14:00:00+00:00,2026-04-26T22:00:00+00:00,1777212000000,1777240800000,SHORT,5,k7_b5,2332.72,2379.37,0.01,-0.4924164950000009,-0.021109112752494982,0.025916494999999998,stop,,,
2026-04-26T12:00:00+00:00,2026-04-27T00:00:00+00:00,1777204800000,1777248000000,SHORT,4,k7_b4,2333.61,2368.32,0.01,-0.37296061500000033,-0.0159821313329991,0.025860615000000003,max_hold,,,
2026-04-26T18:00:00+00:00,2026-04-27T01:00:00+00:00,1777226400000,1777251600000,SHORT,4,k7_b4,2346.97,2393.91,0.01,-0.4954748400000005,-0.02111125578937952,0.026074840000000002,stop,,,
2026-04-27T01:00:00+00:00,2026-04-27T05:00:00+00:00,1777251600000,1777266000000,SHORT,5,k7_b5,2388.67,2326.13,0.01,0.5994685999999996,0.025096333943156635,0.025931400000000004,target,,,
2026-04-27T02:00:00+00:00,2026-04-27T05:00:00+00:00,1777255200000,1777266000000,SHORT,5,k7_b5,2392.36,2329.73,0.01,0.6003285050000011,0.025093568902673558,0.025971495000000004,target,,,
2026-04-27T03:00:00+00:00,2026-04-27T05:00:00+00:00,1777258800000,1777266000000,SHORT,6,k7_b6,2389.8,2327.24,0.01,0.599656280000004,0.025092320696292744,0.025943720000000003,target,,,
2026-04-27T04:00:00+00:00,2026-04-27T05:00:00+00:00,1777262400000,1777266000000,SHORT,7,k7_b7,2392.48,2329.84,0.01,0.6004272399999987,0.025096437169798647,0.025972760000000004,target,,,
2026-04-26T19:00:00+00:00,2026-04-27T07:00:00+00:00,1777230000000,1777273200000,SHORT,5,k7_b5,2359.22,2319.4,0.01,0.37246758999999713,0.015787742982850142,0.025732410000000004,max_hold,,,
2026-04-26T22:00:00+00:00,2026-04-27T10:00:00+00:00,1777240800000,1777284000000,SHORT,6,k7_b6,2361.92,2320.6,0.01,0.3874461400000016,0.01640386380571745,0.025753860000000003,max_hold,,,
2026-04-27T11:00:00+00:00,2026-04-27T23:00:00+00:00,1777287600000,1777330800000,SHORT,5,k7_b5,2317.42,2293.16,0.01,0.21724181000000217,0.00937429598432749,0.025358190000000003,max_hold,,,
2026-04-27T12:00:00+00:00,2026-04-28T00:00:00+00:00,1777291200000,1777334400000,SHORT,6,k7_b6,2317.6,2302.28,0.01,0.12779065999999709,0.005513922160855933,0.025409340000000002,max_hold,,,
2026-04-27T13:00:00+00:00,2026-04-28T01:00:00+00:00,1777294800000,1777338000000,SHORT,6,k7_b6,2311.71,2305.08,0.01,0.04090765500000109,0.0017695842039010554,0.025392345000000004,max_hold,,,
2026-04-27T14:00:00+00:00,2026-04-28T02:00:00+00:00,1777298400000,1777341600000,SHORT,6,k7_b6,2309.85,2297.34,0.01,0.09976045499999762,0.004318914864601495,0.025339545,max_hold,,,
2026-04-27T15:00:00+00:00,2026-04-28T03:00:00+00:00,1777302000000,1777345200000,SHORT,6,k7_b6,2312.66,2287.6,0.01,0.22529856999999942,0.009741966826079036,0.02530143,max_hold,,,
2026-04-27T16:00:00+00:00,2026-04-28T04:00:00+00:00,1777305600000,1777348800000,SHORT,6,k7_b6,2272.38,2289.47,0.01,-0.1959901749999969,-0.008624885582516872,0.025090175,max_hold,,,
2026-04-28T00:00:00+00:00,2026-04-28T12:00:00+00:00,1777334400000,1777377600000,SHORT,5,k7_b5,2301.12,2274.39,0.01,0.2421346950000002,0.010522471448685866,0.025165305,max_hold,,,
2026-04-28T07:00:00+00:00,2026-04-28T13:00:00+00:00,1777359600000,1777381200000,LONG,1,k7_b1,2277.43,2277.16,0.01,-0.027750244999999816,-0.001218489481564738,0.025050245,max_hold,,,
2026-04-28T16:00:00+00:00,2026-04-28T19:00:00+00:00,1777392000000,1777402800000,LONG,1,k7_b1,2279.67,2302.47,0.01,0.20279822999999728,0.008895946781770926,0.025201770000000002,target,,,
2026-04-28T21:00:00+00:00,2026-04-29T03:00:00+00:00,1777410000000,1777431600000,SHORT,1,k7_b1,2293.15,2288.04,0.01,0.025903455000001276,0.0011296014216253308,0.025196545,max_hold,,,
2026-04-29T01:00:00+00:00,2026-04-29T03:00:00+00:00,1777424400000,1777431600000,LONG,1,k7_b1,2292.76,2315.69,0.01,0.20395352499999836,0.008895546197595838,0.025346475000000004,target,,,
2026-04-29T02:00:00+00:00,2026-04-29T03:00:00+00:00,1777428000000,1777431600000,LONG,2,k7_b2,2292.76,2315.69,0.01,0.20395352499999836,0.008895546197595838,0.025346475000000004,target,,,
2026-04-29T07:00:00+00:00,2026-04-29T13:00:00+00:00,1777446000000,1777467600000,SHORT,1,k7_b1,2322.64,2315.14,0.01,0.049492209999999995,0.0021308601419074845,0.02550779,max_hold,,,
2026-04-29T08:00:00+00:00,2026-04-29T13:00:00+00:00,1777449600000,1777467600000,SHORT,2,k7_b2,2321.66,2298.44,0.01,0.206789449999998,0.00890696527484636,0.02541055,target,,,
2026-04-29T03:00:00+00:00,2026-04-29T15:00:00+00:00,1777431600000,1777474800000,LONG,3,k7_b3,2289.19,2298.24,0.01,0.06526913499999729,0.0028511890668750646,0.025230864999999998,max_hold,,,
2026-04-29T04:00:00+00:00,2026-04-29T15:00:00+00:00,1777435200000,1777474800000,LONG,4,k7_b4,2311.7,2265.47,0.01,-0.4874744350000002,-0.021087270623350793,0.025174435,stop,,,
2026-04-29T09:00:00+00:00,2026-04-29T15:00:00+00:00,1777453200000,1777474800000,SHORT,3,k7_b3,2323.15,2262.33,0.01,0.5829798600000016,0.025094370143985602,0.025220140000000002,target,,,
2026-04-29T10:00:00+00:00,2026-04-29T15:00:00+00:00,1777456800000,1777474800000,SHORT,4,k7_b4,2337.64,2276.44,0.01,0.5866225599999982,0.025094649304426613,0.02537744,target,,,
2026-04-29T11:00:00+00:00,2026-04-29T15:00:00+00:00,1777460400000,1777474800000,SHORT,5,k7_b5,2331.2,2270.17,0.01,0.5849924649999975,0.02509404877316393,0.025307535,target,,,
2026-04-29T12:00:00+00:00,2026-04-29T15:00:00+00:00,1777464000000,1777474800000,SHORT,6,k7_b6,2329.39,2268.41,0.01,0.5845121000000002,0.025092925615719144,0.025287900000000002,target,,,
2026-04-29T13:00:00+00:00,2026-04-29T18:00:00+00:00,1777467600000,1777485600000,SHORT,6,k7_b6,2313.98,2253.4,0.01,0.5806794099999993,0.025094400556616707,0.025120590000000005,target,,,
2026-04-29T14:00:00+00:00,2026-04-29T18:00:00+00:00,1777471200000,1777485600000,SHORT,6,k7_b6,2300.75,2240.52,0.01,0.5773230150000002,0.025092818211452792,0.024976985,target,,,
2026-04-29T15:00:00+00:00,2026-04-29T18:00:00+00:00,1777474800000,1777485600000,SHORT,7,k7_b7,2297.09,2236.95,0.01,0.5764627800000033,0.02509535020395384,0.02493722,target,,,
2026-04-29T21:00:00+00:00,2026-04-29T21:00:00+00:00,1777496400000,1777496400000,LONG,1,k7_b1,2240.51,2262.92,0.01,0.19933113499999855,0.008896685799215293,0.024768865,target_entry_bar,,,
2026-04-29T22:00:00+00:00,2026-04-30T01:00:00+00:00,1777500000000,1777510800000,LONG,2,k7_b2,2252.7,2275.23,0.01,0.200396385000002,0.008895831002796735,0.024903615,target,,,
2026-04-30T05:00:00+00:00,2026-04-30T07:00:00+00:00,1777525200000,1777532400000,LONG,2,k7_b2,2239.0,2261.39,0.01,0.19914785499999874,0.008894499999999944,0.024752145,target,,,
2026-04-30T03:00:00+00:00,2026-04-30T09:00:00+00:00,1777518000000,1777539600000,LONG,2,k7_b2,2245.3,2255.26,0.01,0.07484692000000037,0.0033334930744221424,0.024753080000000004,max_hold,,,
2026-04-30T06:00:00+00:00,2026-04-30T17:00:00+00:00,1777528800000,1777568400000,LONG,3,k7_b3,2242.91,2256.88,0.01,0.11495115500000254,0.005125089950109569,0.024748845000000005,end_of_data,,,
2026-04-30T07:00:00+00:00,2026-04-30T17:00:00+00:00,1777532400000,1777568400000,LONG,4,k7_b4,2247.94,2256.88,0.01,0.06462349000000055,0.00287478713844678,0.024776510000000005,end_of_data,,,
